id,label
Neonatal hypotonia,Entity
TULP3,Entity
TMEM132D,Entity
MAP3K5,Entity
Late onset,Entity
BAP1,Entity
noma,Entity
Hyperplastic colonic polyposis,Entity
ulcer disease,Entity
Abnormality of the neck,Entity
Milia,Entity
BAAT,Entity
autosomal semi-dominant severe lipodystrophic laminopathy,Entity
TNS4,Entity
constitutional megaloblastic anemia due to folate metabolism disorder,Entity
CA2,Entity
ERBIN,Entity
CCN2,Entity
"diarrhea 10, protein-losing enteropathy type",Entity
YTHDF2,Entity
undifferentiated carcinoma of stomach,Entity
Hypopituitarism,Entity
ECHS1,Entity
chronic duodenal ileus,Entity
TTLL9,Entity
Intestinal perforation,Entity
COQ9,Entity
SLC30A7,Entity
NREP,Entity
PRR5-ARHGAP8,Entity
Profenamine,Entity
NKILA,Entity
LMNB2,Entity
PLAGL1,Entity
ALDOB,Entity
NFKBIA,Entity
ulcer of anus and rectum,Entity
Insulin resistance,Entity
Abnormal aortic morphology,Entity
PUM1,Entity
Tetrachlorodibenzodioxin,Entity
Levosalbutamol,Entity
Bloody diarrhea,Entity
CSTA,Entity
TP53,Entity
Alvimopan,Entity
KISS1R,Entity
stomach polyp,Entity
SACS,Entity
TJP2,Entity
BACH2,Entity
Pulmonary hemorrhage,Entity
intestinal disease due to vitamin absorption anomaly,Entity
Bile duct proliferation,Entity
Racecadotril,Entity
acute intermittent porphyria,Entity
Chlorphentermine,Entity
KDM1A,Entity
Genu valgum,Entity
Clonidine,Entity
PTGER1,Entity
BRAF,Entity
IL1R2,Entity
VTI1A,Entity
CDK12,Entity
Focal segmental glomerulosclerosis,Entity
GLI2,Entity
Pituitary prolactin cell adenoma,Entity
aplasia cutis congenita-intestinal lymphangiectasia syndrome,Entity
NFKB1,Entity
PREP,Entity
Histamine,Entity
hyperinsulinemic hypoglycemia,Entity
Chlorthalidone,Entity
Pravastatin,Entity
ERICH1,Entity
MYO1B,Entity
PDHA1,Entity
large cell neuroendocrine carcinoma,Entity
TP53TG1,Entity
PIK3R5,Entity
FAT2,Entity
"cleft larynx, posterior",Entity
Right ventricular failure,Entity
digestive system cancer,Entity
SCRN1,Entity
acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,Entity
Dystrophic toenail,Entity
"celiac disease, susceptibility to",Entity
Calcium carbonate,Entity
hepatic veno-occlusive disease-immunodeficiency syndrome,Entity
Fentanyl,Entity
SF3A1,Entity
EDN1,Entity
TPM4,Entity
IFT88,Entity
bile duct disease,Entity
HIC1,Entity
Low-grade fever,Entity
BIRC5,Entity
MIR27B,Entity
viral hepatitis,Entity
THRA,Entity
Fesoterodine,Entity
UROD,Entity
ADAM29,Entity
disease by anatomical system,Entity
mesenchymal hamartoma,Entity
NDUFA1,Entity
CASP10,Entity
palatal neoplasm,Entity
Fenofibric acid,Entity
Megestrol acetate,Entity
Clinodactyly of the 4th finger,Entity
FXYD3,Entity
AKAP13,Entity
ZNF43,Entity
TNNI3K,Entity
nutmeg liver,Entity
Abnormal myocardium morphology,Entity
VENTX,Entity
PNPLA3,Entity
Phorate,Entity
undifferentiated carcinoma of esophagus,Entity
Gold,Entity
SLC44A4,Entity
IRF1,Entity
GLUD1,Entity
Teniposide,Entity
PCLAF,Entity
Impaired proprioception,Entity
TNFRSF10B,Entity
KRT73,Entity
Short metatarsal,Entity
follicular cholangitis and pancreatitis,Entity
Potassium Iodide,Entity
MLH1,Entity
undifferentiated pancreatic carcinoma,Entity
Neoplasm of the pancreas,Entity
Overlapping fingers,Entity
CD55,Entity
DEFA4,Entity
Spironolactone,Entity
BOP1,Entity
PPoma,Entity
HBEGF,Entity
Muscle weakness,Entity
AMBP,Entity
mono-isobutyl phthalate,Entity
MAP1B,Entity
Sparse body hair,Entity
Docosahexaenoic Acids,Entity
Iopodic acid,Entity
PROS1,Entity
esophagus carcinoma in situ,Entity
MT1E,Entity
SPTBN2,Entity
TMEM231,Entity
Ergometrine,Entity
FOXP2,Entity
low phospholipid associated cholelithiasis,Entity
Abnormal hair morphology,Entity
MMP9,Entity
duodenal atresia (disease),Entity
NUDT7,Entity
Reduced subcutaneous adipose tissue,Entity
Pancreatic islet cell adenoma,Entity
liver leiomyoma,Entity
Ascorbic acid,Entity
Acebutolol,Entity
TYK2,Entity
MIR142,Entity
Tripelennamine,Entity
Broad-based gait,Entity
ZNF480,Entity
teratoma,Entity
SNAI2,Entity
Paresthesia,Entity
Porphyrinuria,Entity
Clinodactyly of the 5th toe,Entity
Lymphoproliferative disorder,Entity
Levobunolol,Entity
intestinal impaction,Entity
Highly arched eyebrow,Entity
TMEM38B,Entity
Cevimeline,Entity
Citalopram,Entity
duodenum cancer,Entity
"Spontaneous, recurrent epistaxis",Entity
CXCL10,Entity
GRK6,Entity
Ropivacaine,Entity
Anasarca,Entity
Increased glucagon level,Entity
malignant tumor of nasopharynx,Entity
pancreatic carcinoma with mixed differentiation,Entity
tonsillar pillar cancer,Entity
syndrome with combined immunodeficiency,Entity
submandibular gland cancer,Entity
BRCA2,Entity
"2,2,4-trimethylpentane",Entity
APLN,Entity
Severe failure to thrive,Entity
oral tuberculosis,Entity
amebiasis,Entity
ABL1,Entity
benign neoplasm of anus,Entity
SDHD,Entity
Prochlorperazine,Entity
TIMP1,Entity
GPX2,Entity
PTEN,Entity
Glucagonoma,Entity
oropharyngeal anthrax,Entity
anus rhabdomyosarcoma,Entity
Visceral angiomatosis,Entity
Ethynodiol diacetate,Entity
pharyngeal adenoid cystic carcinoma,Entity
ADAMTSL3,Entity
Tretinoin,Entity
RAD21,Entity
WNT8B,Entity
CASP12,Entity
Topotecan,Entity
ABO,Entity
CYP7A1,Entity
congenital nervous system disorder,Entity
SNAI1,Entity
GAP43,Entity
Achlorhydria,Entity
Butacaine,Entity
BRCA1,Entity
squamous cell carcinoma of lip,Entity
papillary epithelial neoplasm,Entity
ARPC2,Entity
Moyamoya disease,Entity
parotid gland carcinoma ex pleomorphic adenoma,Entity
FAM72B,Entity
gastric papillary adenocarcinoma,Entity
CELSR1,Entity
FSD1,Entity
INSRR,Entity
Diiodohydroxyquinoline,Entity
CDCA2,Entity
malignant colon neoplasm,Entity
extrahepatic biliary papillomatosis,Entity
Cefdinir,Entity
Progressive,Entity
DNASE2,Entity
COX4I2,Entity
adenosquamous colon carcinoma,Entity
Laryngeal cleft,Entity
familial intrahepatic cholestasis,Entity
CLSTN3,Entity
Hypsarrhythmia,Entity
NELL1,Entity
ELP4,Entity
colon sarcoma,Entity
EIF3I,Entity
IQGAP3,Entity
Prolonged QT interval,Entity
Sodium fluoride,Entity
SLC16A1,Entity
Aeromonas hydrophila intestinal disease,Entity
coenurosis,Entity
CAMK2B,Entity
TOP1,Entity
isolated neonatal sclerosing cholangitis,Entity
Temozolomide,Entity
vein disease,Entity
POLD3,Entity
TMEM140,Entity
hereditary mixed polyposis syndrome,Entity
MED12,Entity
aggressive insulitis,Entity
Fatigue,Entity
Oxycodone,Entity
Methohexital,Entity
Dopamine,Entity
Pramocaine,Entity
hepatitis D virus infection,Entity
Lisinopril,Entity
Refractory anemia,Entity
FCGR3B,Entity
Jejunoileal diverticula,Entity
Lynch syndrome 1,Entity
CGREF1,Entity
ATAD1,Entity
Diplopia,Entity
CDH13,Entity
ADCYAP1,Entity
Ileal adenocarcinoma,Entity
PRICKLE2,Entity
intrahepatic cholestasis,Entity
Isometheptene,Entity
ALDH1B1,Entity
CCT3,Entity
SOX10,Entity
autoimmune primary ovarian failure,Entity
GLI1,Entity
Betaxolol,Entity
Coarctation of aorta,Entity
epithelial tumor of colon,Entity
extragonadal nonseminomatous germ cell tumor,Entity
IDH2,Entity
Felodipine,Entity
rectum Kaposi sarcoma,Entity
acalculous cholecystitis,Entity
PRPS1,Entity
ACSL4,Entity
Renal steatosis,Entity
cryptosporidiosis,Entity
Abnormal pulmonary valve cusp morphology,Entity
intestinal polyposis syndrome,Entity
FKBP1A,Entity
Nifedipine,Entity
LIFR,Entity
gallbladder adenocarcinoma,Entity
pancreatic tubular adenocarcinoma,Entity
NID1,Entity
CASR,Entity
MIR26B,Entity
distal biliary tract carcinoma,Entity
Formaldehyde,Entity
hyperinsulinism due to INSR deficiency,Entity
DNMT3B,Entity
sigmoid colon cancer,Entity
"inherited bleeding disorder, platelet-type",Entity
TFEC,Entity
KIF2C,Entity
PPTC7,Entity
Cerebral calcification,Entity
Portal fibrosis,Entity
Paritaprevir,Entity
colonic lymphangioma,Entity
autoimmune enteropathy,Entity
PSME1,Entity
ADAMTS13,Entity
Leukopenia,Entity
Distal muscle weakness,Entity
rectal neuroendocrine tumor G1,Entity
SLC2A1,Entity
PSME2,Entity
splenic manifestation of hairy cell leukemia,Entity
HPD,Entity
Butterfly vertebral arch,Entity
RUNX3,Entity
Lindane,Entity
Magnesium salicylate,Entity
FAM83D,Entity
Ethinylestradiol,Entity
MIR22,Entity
NEIL1,Entity
hepatic veno-occlusive disease,Entity
Quetiapine,Entity
Peripheral edema,Entity
Strabismus,Entity
Hypouricemia,Entity
CNR1,Entity
Lamotrigine,Entity
Rifampicin,Entity
CCR1,Entity
AXIN2,Entity
SYMPK,Entity
cecal disease,Entity
immune system disease,Entity
EDA,Entity
Rod-cone dystrophy,Entity
malignant tumor of neck,Entity
"o,p'-DDT",Entity
NR0B2,Entity
XAGE1B,Entity
Decreased urine output,Entity
cholelithiasis,Entity
diarrheal disease secondary to altered bowel motility,Entity
permanent neonatal diabetes mellitus,Entity
ADAMTS18,Entity
HRAS,Entity
TTLL10,Entity
Adenocarcinoma of the large intestine,Entity
Myoclonus,Entity
Meclofenamic acid,Entity
Cerivastatin,Entity
CLMP,Entity
benign neoplasm of gallbladder,Entity
CLEC16A,Entity
Arsenicals,Entity
primary short bowel syndrome,Entity
SH2B3,Entity
ALDH7A1,Entity
Gallbladder dyskinesia,Entity
Procarbazine,Entity
Specific learning disability,Entity
Procaine,Entity
DICER1,Entity
pharyngeal squamous cell carcinoma,Entity
exocrine pancreatic carcinoma,Entity
disorder of carbohydrate absorption and transport,Entity
STAT4,Entity
Cobalamin,Entity
NCF4,Entity
CD9,Entity
PrP systemic amyloidosis,Entity
bile duct cancer,Entity
ODAM,Entity
Abnormality of the voice,Entity
RACGAP1,Entity
eosinophilic gastrointestinal disease,Entity
Arthritis,Entity
Valproic acid,Entity
splenic manifestation of leukemia,Entity
carcinoma in situ of epiglottis,Entity
Paromomycin,Entity
RANBP10,Entity
Finasteride,Entity
combined hepatocellular carcinoma and cholangiocarcinoma,Entity
IQGAP1,Entity
Neoplasm of the lung,Entity
Visual impairment,Entity
C1QB,Entity
HAPLN1,Entity
ischemic disease,Entity
Depressivity,Entity
Oxacillin,Entity
AMER2,Entity
GRK4,Entity
E2F1,Entity
UNG,Entity
Phentermine,Entity
Duloxetine,Entity
POLR3K,Entity
spleen neoplasm,Entity
Ziprasidone,Entity
gallbladder cancer,Entity
Permethrin,Entity
RPRM,Entity
small intestinal neuroendocrine tumor G1,Entity
pyloric antrum cancer,Entity
SPNS3,Entity
anorectal malformation,Entity
TYMS,Entity
MSH2,Entity
FKBP2,Entity
Recurrent aspiration pneumonia,Entity
ITIH1,Entity
Linezolid,Entity
tropical sprue,Entity
Levomefolic acid,Entity
Triethylenetetramine,Entity
rectal tubulovillous adenoma,Entity
Cinacalcet,Entity
MAP3K15,Entity
HDAC2,Entity
cutaneous Paget disease,Entity
ACOX3,Entity
CDKN1C,Entity
Fingolimod,Entity
NOS1,Entity
Increased urine alpha-ketoglutarate concentration,Entity
PRC1,Entity
Decreased circulating 12-HETE,Entity
KALRN,Entity
minor salivary gland adenocarcinoma,Entity
Feeding difficulties,Entity
upper gum cancer,Entity
Rosuvastatin,Entity
CDK4,Entity
cholera,Entity
Atopic dermatitis,Entity
CYP17A1,Entity
somatostatinoma,Entity
Gastrointestinal inflammation,Entity
Alkalosis,Entity
gastrointestinal polyp,Entity
PIWIL2,Entity
Ileus,Entity
hepatitis,Entity
ZNF540,Entity
ERGIC3,Entity
Waldeyer's ring cancer,Entity
Bicuspid aortic valve,Entity
PCB 180,Entity
SKA3,Entity
Meloxicam,Entity
autoimmune gastritis,Entity
HIKESHI,Entity
APC,Entity
Abnormal pattern of respiration,Entity
EYA4,Entity
PEX5L,Entity
Abnormality of higher mental function,Entity
Biliary cirrhosis,Entity
intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome,Entity
DAPK3,Entity
duodenal adenocarcinoma,Entity
ERCC1,Entity
Chronic kidney disease,Entity
hereditary leiomyomatosis and renal cell cancer,Entity
carcinoma of parotid gland,Entity
"cholangiocarcinoma, susceptibility to",Entity
renal or urinary tract malformation,Entity
Butobarbital,Entity
microscopic colitis,Entity
Hearing impairment,Entity
CYP1B1,Entity
PUS10,Entity
Pigmentary retinopathy,Entity
IFNA5,Entity
Smooth philtrum,Entity
hyperinsulinism (disease),Entity
extrahepatic bile duct carcinoma,Entity
intrahepatic bile duct cystadenoma,Entity
KL,Entity
Entacapone,Entity
TERT,Entity
benign neoplasm of oropharynx,Entity
ADGRG7,Entity
Aortic regurgitation,Entity
Aplasia/Hypoplasia of the abdominal wall musculature,Entity
Methapyrilene,Entity
IL4,Entity
MIR23A,Entity
MIR1273H,Entity
EPTC,Entity
PTER,Entity
Aripiprazole,Entity
polymalformative genetic syndrome with increased risk of developing cancer,Entity
MED1,Entity
ANP32A,Entity
Neoplasm of the small intestine,Entity
Tegaserod,Entity
Docusate,Entity
hexabrominated diphenyl ether 153,Entity
GSTT1,Entity
MT2A,Entity
propylene dichloride,Entity
GPR65,Entity
MIRLET7G,Entity
Fluvoxamine,Entity
colon juvenile polyp,Entity
Romidepsin,Entity
marginal zone lymphoma,Entity
CPSF1,Entity
digestive system melanoma,Entity
S100A4,Entity
LAMA1,Entity
Sulfadoxine,Entity
TNFAIP8,Entity
AKR1D1,Entity
Lorazepam,Entity
SCAP,Entity
pancreatic intraductal papillary-mucinous neoplasm with high grade dysplasia,Entity
KAT6A,Entity
RAB38,Entity
Abnormality of the vertebral column,Entity
small intestine lymphoma,Entity
gastroduodenal Crohn disease,Entity
Abnormal nervous system morphology,Entity
Hypocapnia,Entity
epilepsy syndrome,Entity
Nateglinide,Entity
Caspofungin,Entity
CDK1,Entity
"Metals, Heavy",Entity
Immunodeficiency,Entity
Tolcapone,Entity
emphysematous cholecystitis,Entity
enterochromaffin cell serotonin-producing pancreatic neuroendocrine tumor,Entity
Hypovolemic shock,Entity
Emtricitabine,Entity
IL17RD,Entity
BUB1,Entity
RFX6,Entity
NR2F2,Entity
ARFGEF1,Entity
MIR132,Entity
Carbaryl,Entity
liver lipoma,Entity
Abnormality of the eye,Entity
CCND2,Entity
ABCC2,Entity
MIR219A1,Entity
Nicotine,Entity
gastric neuroendocrine neoplasm,Entity
extrahepatic bile duct adenosquamous carcinoma,Entity
Abnormality of exocrine pancreas physiology,Entity
enteropathy-associated T-cell lymphoma,Entity
RPS6KA3,Entity
constitutional hemolytic anemia due to acanthocytosis,Entity
appendix neuroendocrine tumor G1,Entity
peritonsillar abscess,Entity
vascular insufficiency disorder,Entity
Reduced bone mineral density,Entity
ARNT,Entity
QKI,Entity
liver solitary fibrous tumor,Entity
transient infantile hypertriglyceridemia and hepatosteatosis,Entity
ALG8,Entity
Procaine benzylpenicillin,Entity
PSMC5,Entity
Mood changes,Entity
chronic hepatitis B virus infection,Entity
familial visceral myopathy,Entity
BCL11A,Entity
Ovarian neoplasm,Entity
Nadolol,Entity
RARB,Entity
UGT1A1,Entity
VGF,Entity
MAPK13,Entity
Eplerenone,Entity
FCN3,Entity
ABCC1,Entity
Seizure,Entity
ECM1,Entity
Bloody mucoid diarrhea,Entity
Azacitidine,Entity
congenital pancreatic cyst,Entity
Captopril,Entity
extrahepatic bile duct squamous cell carcinoma,Entity
squamous cell carcinoma of the small intestine,Entity
PRSS1,Entity
duodenal disease,Entity
Beclomethasone dipropionate,Entity
Tranexamic acid,Entity
gastric non-hodgkin lymphoma,Entity
colon inflammatory polyp,Entity
Acute colitis,Entity
serous cystadenocarcinoma,Entity
osmotic diarrheal disease,Entity
Calcification of muscles,Entity
CLDN3,Entity
OCLN,Entity
Methyl salicylate,Entity
KIT,Entity
MAGEC2,Entity
Hepatocellular adenoma,Entity
BRDT,Entity
anal polyp,Entity
ACSL5,Entity
Gastrointestinal hemorrhage,Entity
anisakiasis,Entity
HJV,Entity
Ribavirin,Entity
autosomal erythropoietic protoporphyria,Entity
TCF4,Entity
Poor appetite,Entity
LOX,Entity
Quinethazone,Entity
gastric carcinoma,Entity
pancreatic mucinous-cystic neoplasm,Entity
Dry skin,Entity
Hereditary nonpolyposis colorectal carcinoma,Entity
small intestine leiomyosarcoma,Entity
Megacystis,Entity
familial cystic renal disease,Entity
ameloblastic carcinoma,Entity
IL12B,Entity
Vehicle Emissions,Entity
FASLG,Entity
DCAF4L2,Entity
Hepatic periportal necrosis,Entity
intestinal disease,Entity
URM1,Entity
IL24,Entity
Clemastine,Entity
TBX1,Entity
Ticagrelor,Entity
Zinc sulfate,Entity
MSH3,Entity
oral cavity cancer,Entity
GATA5,Entity
Nimodipine,Entity
carcinoma of esophagus,Entity
gastric neuroendocrine tumor,Entity
Fenfluramine,Entity
MIR432,Entity
NOTCH4,Entity
Epididymal cyst,Entity
Uranium,Entity
Gastrointestinal stroma tumor,Entity
Sudden cardiac death,Entity
hyperplastic polyp,Entity
anal canal neuroendocrine neoplasm,Entity
LMO7,Entity
Anoperineal fistula,Entity
Sodium fluorophosphate,Entity
squamous cell carcinoma of colon,Entity
pancreatic mucinous cystadenocarcinoma,Entity
maternally-inherited diabetes and deafness,Entity
gastrojejunal ulcer,Entity
FLT1,Entity
gastric adenocarcinoma,Entity
Cysteamine,Entity
CPS1,Entity
acinar cell carcinoma,Entity
Desvenlafaxine,Entity
Tenofovir,Entity
glucagonoma,Entity
Elevated serum creatinine,Entity
Methadyl acetate,Entity
Pituitary adenoma,Entity
inflammatory myofibroblastic tumor,Entity
LAS1L,Entity
GPD1,Entity
MIR452,Entity
Bacampicillin,Entity
CDON,Entity
Waste Water,Entity
colon carcinoma in situ,Entity
Abnormality of gastrointestinal vasculature,Entity
Glycine,Entity
Atorvastatin,Entity
Fluctuations in consciousness,Entity
ESR2,Entity
Hypoplastic toenails,Entity
Deserpidine,Entity
SOX11,Entity
CRP,Entity
Short stature,Entity
SLC39A6,Entity
WT1,Entity
pancreatic intraductal papillary-mucinous neoplasm with an associated invasive carcinoma,Entity
fatty liver disease,Entity
cecum carcinoma,Entity
Povidone-iodine,Entity
embryonal rhabdomyosarcoma,Entity
RDX,Entity
Oligomenorrhea,Entity
sclerosing hepatic carcinoma,Entity
HSPA1B,Entity
bone cancer,Entity
Doxylamine,Entity
Insulin glargine,Entity
CCBE1,Entity
oculogastrointestinal muscular dystrophy,Entity
Abnormal circulating polysaccharide concentration,Entity
Urinary bladder inflammation,Entity
carcinoma in situ of nasopharynx,Entity
GPD2,Entity
FGF13,Entity
Pituitary corticotropic cell adenoma,Entity
ABCC8,Entity
Promazine,Entity
Meropenem,Entity
Estrone,Entity
WDR46,Entity
IL6,Entity
acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,Entity
C9,Entity
Tegafur,Entity
MX1,Entity
SLC1A7,Entity
PPM1F,Entity
THEM4,Entity
liver adenosquamous carcinoma,Entity
Betamethasone,Entity
Abdominal situs inversus,Entity
permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome,Entity
gastric teratoma,Entity
Renal cyst,Entity
PRF1,Entity
TRAIP,Entity
familial hyperinsulinism,Entity
IGF2BP1,Entity
Urinary tract neoplasm,Entity
muscle tissue disease,Entity
Tetryzoline,Entity
Decreased intestinal transit time,Entity
Decreased proportion of CD4-positive helper T cells,Entity
WNT5B,Entity
TSPEAR,Entity
TAF1,Entity
CHL1,Entity
pancreas disease,Entity
Dementia,Entity
ZNRD1,Entity
SULT1C3,Entity
IL3,Entity
Breast carcinoma,Entity
GLUL,Entity
hyperinsulinism-hyperammonemia syndrome,Entity
TLR9,Entity
alpha-Linolenic Acid,Entity
NFATC2,Entity
KRT8,Entity
"cholestasis, intrahepatic, of pregnancy",Entity
GFI1B,Entity
Hydrochlorothiazide,Entity
Memory impairment,Entity
DiGeorge syndrome,Entity
pendimethalin,Entity
MET,Entity
Abnormal eyebrow morphology,Entity
pancreatic neuroendocrine tumor,Entity
BMP2,Entity
Hepatic steatosis,Entity
carcinoma in situ of extrahepatic bile duct,Entity
EGR1,Entity
intractable diarrhea of infancy,Entity
POU2F2,Entity
carcinoid tumor (disease),Entity
Beclabuvir,Entity
Linaclotide,Entity
THEMIS,Entity
TLR2,Entity
STARD8,Entity
Metoprolol,Entity
KIF18B,Entity
Motor delay,Entity
CENPF,Entity
monogenic diabetes,Entity
Guaifenesin,Entity
SFRP1,Entity
Morphological abnormality of the gastrointestinal tract,Entity
GSTM4,Entity
PHKG1,Entity
ZDHHC23,Entity
congenital malabsorptive diarrhea 4,Entity
ileal neuroendocrine tumor G1,Entity
Hypophosphatemic rickets,Entity
Pyrantel,Entity
Dexlansoprazole,Entity
lactose intolerance,Entity
ANK2,Entity
hirudiniasis,Entity
Hypoproteinemia,Entity
ITLN1,Entity
Thiopental,Entity
Dienogest,Entity
MIR370,Entity
HAVCR1,Entity
Sibutramine,Entity
extrahepatic bile duct adenoma,Entity
IL20,Entity
Increased circulating IgE level,Entity
Kyphoscoliosis,Entity
Tetrabenazine,Entity
ABCA10,Entity
Nitrofural,Entity
XRCC4,Entity
Epirubicin,Entity
SERPINA5,Entity
HR,Entity
Clarithromycin,Entity
Small for gestational age,Entity
Microcornea,Entity
lip cancer,Entity
Dexpanthenol,Entity
HULC,Entity
Vaniprevir,Entity
CD24,Entity
Tracheoesophageal fistula,Entity
SERPINF1,Entity
Tigecycline,Entity
APOA1,Entity
Trifluridine,Entity
chronic diarrheal disease,Entity
Dilatation of the cerebral artery,Entity
COL4A6,Entity
Fluticasone propionate,Entity
SREBF2,Entity
TERC,Entity
MRC1,Entity
ABCA4,Entity
TNXB,Entity
liver disease,Entity
lymphangioma,Entity
RPS20,Entity
TLR4,Entity
JAK3,Entity
SUCLG1,Entity
gallbladder mucinous adenocarcinoma,Entity
VWA2,Entity
TPI1,Entity
Budesonide,Entity
MIR4492,Entity
juvenile polyp,Entity
RIPK2,Entity
Folic acid,Entity
F2RL1,Entity
AQP3,Entity
Ibuprofen,Entity
Primary hypercortisolism,Entity
benign neoplasm,Entity
Lanreotide,Entity
viral gastritis,Entity
KCNQ5,Entity
inherited blood coagulation disorder,Entity
KDM2A,Entity
PHGDH,Entity
COL7A1,Entity
Hyporeflexia,Entity
RBP1,Entity
Tetracaine,Entity
EBI3,Entity
anal gland neoplasm,Entity
hypertrophic pyloric stenosis,Entity
hereditary nonpolyposis colon cancer,Entity
GSTM1,Entity
Stiff neck,Entity
Magnesium sulfate,Entity
Disseminated intravascular coagulation,Entity
NUSAP1,Entity
Ferrous fumarate,Entity
Mangafodipir,Entity
Lethargy,Entity
chronic atrophic gastritis,Entity
undifferentiated embryonal sarcoma of the liver,Entity
carcinoma of hard palate,Entity
submandibular gland adenocarcinoma,Entity
ING1,Entity
MLKL,Entity
ADH1B,Entity
Mirizzi syndrome,Entity
juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,Entity
Infliximab,Entity
IDH1,Entity
Parnaparin,Entity
Sevelamer,Entity
ISLR,Entity
Cachexia,Entity
common bile duct neoplasm,Entity
Hypoactive bowel sounds,Entity
"2,4,5-Trichlorophenoxyacetic Acid",Entity
FGG,Entity
PFN1,Entity
Ataxia,Entity
Stercoral ulcer,Entity
MIR6741,Entity
ARG1,Entity
TNFRSF19,Entity
NDUFS1,Entity
Hyperparathyroidism,Entity
Mitotane,Entity
MRPS18B,Entity
TNFSF13,Entity
DUSP21,Entity
Abnormality of the wrist,Entity
LAMC1,Entity
ALDH9A1,Entity
ICOSLG,Entity
Pentoxyverine,Entity
SIRT1,Entity
Protracted diarrhea,Entity
Pancreatic islet-cell hyperplasia,Entity
intestinal neuroendocrine neoplasm,Entity
Lack of bowel sounds,Entity
Drowsiness,Entity
PARP8,Entity
Carbinoxamine,Entity
major salivary gland adenoid cystic carcinoma,Entity
Esomeprazole,Entity
Neoplasm of the large intestine,Entity
CD248,Entity
"cirrhosis, familial",Entity
Quinacrine,Entity
Peutz-Jeghers polyp of the stomach,Entity
Venous thrombosis,Entity
BCAT1,Entity
Thoracolumbar scoliosis,Entity
irritable bowel syndrome,Entity
Magnesium lactate,Entity
esophageal varices with bleeding,Entity
ZNF569,Entity
MRAS,Entity
ATG7,Entity
Premature birth,Entity
Sparse eyelashes,Entity
intraductal tubulopapillary neoplasm of pancreas,Entity
Dehydration,Entity
Aspartic acid,Entity
ZNHIT1,Entity
Camptodactyly of finger,Entity
Dacarbazine,Entity
Dieulafoy lesion,Entity
Abnormal erythrocyte enzyme level,Entity
PALLD,Entity
Molybdenum,Entity
TMEM17,Entity
helminthiasis,Entity
CKAP2L,Entity
Eribulin,Entity
neonatal diabetes mellitus with congenital hypothyroidism,Entity
Etodolac,Entity
CARD9,Entity
Sulbactam,Entity
Halothane,Entity
Oligodontia,Entity
squamous cell carcinoma of pancreas,Entity
ABCA12,Entity
CSF2,Entity
Silver,Entity
colon lymphoma,Entity
XPC,Entity
DSTN,Entity
polyp of gallbladder,Entity
Abnormality of iron homeostasis,Entity
tetrachloroisophthalonitrile,Entity
PDGFB,Entity
hyperplastic polyposis syndrome,Entity
Abnormal enzyme/coenzyme activity,Entity
intrahepatic bile duct adenosquamous carcinoma,Entity
ANXA1,Entity
Quazepam,Entity
CYGB,Entity
Chronic atrophic gastritis,Entity
Abnormal thrombosis,Entity
neoplasm of hypopharynx,Entity
"cirrhosis, familial, with antigenemia",Entity
Peripheral pulmonary artery stenosis,Entity
Large intestinal polyposis,Entity
Testosterone cypionate,Entity
Abnormality of venous physiology,Entity
Abnormality of the lymphatic system,Entity
ileum cancer,Entity
VTN,Entity
digestive system mixed adenoneuroendocrine carcinoma,Entity
respiratory or mediastinal malformation,Entity
CTSE,Entity
anal canal cancer,Entity
Yohimbine,Entity
Abnormality of the hepatic vasculature,Entity
PTHLH,Entity
MECOM,Entity
PTF1A,Entity
ZFP36L2,Entity
KMT2A,Entity
Osteopenia,Entity
Picornaviridae infectious disease,Entity
Interferon alfa-2b,Entity
Short chin,Entity
X-linked inheritance,Entity
Irregular menstruation,Entity
LRRC59,Entity
Amphotericin B,Entity
LAP3,Entity
Hypertonia,Entity
ERBB4,Entity
BRD4,Entity
Hydrocortisone,Entity
ALDH8A1,Entity
colorectal carcinoma,Entity
perfluorooctane sulfonic acid,Entity
H2BC14,Entity
Abnormal nervous system physiology,Entity
tonsillar fossa cancer,Entity
TAGLN,Entity
CCNB3,Entity
MIR629,Entity
Clofarabine,Entity
Glossitis,Entity
Edetic acid,Entity
esophageal ulcer,Entity
TRAF3IP3,Entity
MIER2,Entity
ABCG1,Entity
Decreased proportion of memory B cells,Entity
hepatic flexure cancer,Entity
LGR6,Entity
Dantrolene,Entity
Formoterol,Entity
ROS1,Entity
Immunologic hypersensitivity,Entity
Prazepam,Entity
NRAS,Entity
BTG2,Entity
"Water Pollutants, Chemical",Entity
CCNF,Entity
Hernia,Entity
Sotagliflozin,Entity
LILRB5,Entity
Propantheline,Entity
JADE2,Entity
RHOJ,Entity
Reduced factor VII activity,Entity
ALOX5,Entity
buccal mucosa neoplasm,Entity
EPCAM,Entity
Clobetasol propionate,Entity
ACLY,Entity
villous adenoma of colon,Entity
Oxyphencyclimine,Entity
intestine carcinoma in situ,Entity
CCL14,Entity
RASGRF2,Entity
Hemin,Entity
GP2,Entity
ADAM19,Entity
